,Title,CDID
1448,CPIH WEIGHTS 01.1.2 : MEAT                                              ,L5DI
1449,RPI:Weights (parts per 1000) Two-person pensioner - Electrical appliances,CCZK
1450,CPIH WEIGHTS 01.1.1 : BREAD & CEREALS                                   ,L5DH
1451,RPI:Weights (parts per 1000) Two-person pensioner - Furnishings         ,CCZJ
1452,CPIH WEIGHTS 01.1 : FOOD                                                ,L5DG
1453,RPI:Weights (parts per 1000) Two-person pensioner - Furniture           ,CCZI
1454,CPIH WEIGHTS 01.1.7 : VEGETABLES INCLUDING POTATOES AND OTHER TUBERS    ,L5DN
1455,RPI:Weights (parts per 1000) Two-person pensioner - Oil and other fuels ,CCZH
1456,CPIH WEIGHTS 01.1.6 : FRUIT                                             ,L5DM
1457,RPI:Weights (parts per 1000) Two-person pensioner - Gas                 ,CCZG
1458,CPIH WEIGHTS 01.1.5 : OILS & FATS                                       ,L5DL
1459,RPI:Weights (parts per 1000) Two-person pensioner - Electricity         ,CCZF
1460,"CPIH WEIGHTS 01.1.4 : MILK, CHEESE & EGGS                               ",L5DK
1461,RPI:Weights (parts per 1000) Two-person pensioner - Coal and solid fuels,CCZE
1462,"CPIH WEIGHTS 01.2.1 : COFFEE, TEA, COCOA                                ",L5DR
1463,"CPIH WEIGHTS 03.1.4 : DRY-CLEANING, REPAIR AND HIRE OF CLOTHING         ",L5E3
1464,CPIH WEIGHTS 01.2 : NON-ALCOHOLIC BEVERAGES                             ,L5DQ
1465,CPIH WEIGHTS 03.1.3 : OTHER ARTICLES OF CLOTHING & CLOTHING ACCESSORIES ,L5E2
1466,CPIH WEIGHTS 01.1.9 : FOOD PRODUCTS                                     ,L5DP
1467,"CPIH WEIGHTS 01.1.8 : SUGAR, JAM, HONEY, SYRUPS, CHOCOLATE AND CONFECTIONERY",L5DO
1468,RPI:Percentage change over 12 months - Cereals                          ,CCZA
1469,CPIH WEIGHTS 02.1.2 : WINE (INC PERRY)                                  ,L5DV
1470,CPIH WEIGHTS 04.3.1 : PRODUCTS FOR THE REGULAR REPAIR OF DWELLING       ,L5E7
1471,CPIH WEIGHTS 02.1.1 : SPIRITS                                           ,L5DU
1472,CPIH WEIGHTS 04.3 : REGULAR MAINTENANCE AND REPAIR OF THE DWELLING      ,L5E6
1473,CPIH WEIGHTS 02.1 : ALCOHOLIC BEVERAGES                                 ,L5DT
1474,CPIH WEIGHTS 04.1 : ACTUAL RENTS FOR HOUSING                            ,L5E5
1475,"CPIH WEIGHTS 01.2.2 : MINERAL WATERS, SOFT DRINKS AND JUICES            ",L5DS
1476,CPIH WEIGHTS 03.2 : FOOTWEAR INCLUDING REPAIRS                          ,L5E4
1477,CPIH WEIGHTS 03.1.2 : GARMENTS                                          ,L5DZ
1478,CPIH WEIGHTS 03.1 : CLOTHING                                            ,L5DY
1479,RPI:Percentage change over 12 months - Bread                            ,CCYZ
1480,CPIH WEIGHTS 02.2 : TOBACCO                                             ,L5DX
1481,CPIH WEIGHTS 04.4 : OTHER SERVICES RELATING TO THE DWELLING             ,L5E9
1482,RPI:Percentage change over 12 months - Food                             ,CCYY
1483,CPIH WEIGHTS 02.1.3 : BEER                                              ,L5DW
1484,CPIH WEIGHTS 04.3.2 : SERVICES FOR THE REGULAR REPAIR OF DWELLING       ,L5E8
1485,"CPIH WEIGHTS 02 : ALCOHOLIC DRINKS, TOBACCO AND NARCOTICS               ",L5D2
1486,CPIH WEIGHTS 06 : HEALTH                                                ,L5D6
1487,"CPIH WEIGHTS 05 : FURN, HH EQUIPMENT AND REPAIR OF THE HOUSE            ",L5D5
1488,"CPIH WEIGHTS 04 : HOUSING, WATER AND FUELS                              ",L5D4
1489,CPIH WEIGHTS 03 : CLOTHING AND FOOTWEAR                                 ,L5D3
1490,CPIH WEIGHTS 00 : Overall index                                         ,L5CY
1491,CPIH WEIGHTS 09 : RECREATION & CULTURE                                  ,L5D9
1492,CPIH WEIGHTS 08 : COMMUNICATION                                         ,L5D8
1493,RPI:Weights (parts per 1000) Two-person pensioner - Personal services   ,CCZZ
1494,CPIH WEIGHTS 07 : TRANSPORT                                             ,L5D7
1495,CPIH WEIGHTS 07.3.2 : PASSENGER TRANSPORT BY ROAD                       ,L5FD
1496,CPIH WEIGHTS 07.3.1 : PASSENGER TRANSPORT BY RAILWAY                    ,L5FC
1497,CPIH WEIGHTS 07.3 : TRANSPORT SERVICES                                  ,L5FB
1498,CPIH WEIGHTS 07.2.4 : OTHER SERVICES FOR PERSONAL TRANSPORT EQUIPMENT   ,L5FA
1499,CPIH WEIGHTS 08.2 : TELEPHONE AND TELEFAX EQUIPMENT AND SERVICES        ,L5FH
1500,CPIH WEIGHTS 08.1 : POSTAL SERVICES                                     ,L5FG
1501,CPIH WEIGHTS 07.3.4 : PASSENGER TRANSPORT BY SEA AND INLAND WATERWAY    ,L5FF
1502,CPIH WEIGHTS 07.3.3 : PASSENGER TRANSPORT BY AIR                        ,L5FE
1503,CPIH WEIGHTS 09.1.3 : INFORMATION PROCESSING EQUIPMENT                  ,L5FL
1504,"CPIH WEIGHTS 09.1.2 : PHOTOGRAPHIC, CINEMATOGRAPHIC & OPTICAL EQUIP     ",L5FK
1505,CPIH WEIGHTS 09.1.1 : EQUIPMENT FOR SOUND & PICTURES                    ,L5FJ
1506,CPIH WEIGHTS 09.1 : AUDIO-VISUAL PHOTO. AND DATA PROCESSING EQUIP       ,L5FI
1507,CPIH WEIGHTS 09.2.1 : MAJOR DURABLES FOR IND/OUTDOOR RECREATION         ,L5FP
1508,CPIH WEIGHTS 09.2 : OTHER MAJOR DURABLES FOR RECREATION AND CULTURE     ,L5FO
1509,CPIH WEIGHTS 09.1.5 : REPAIR OF AUDIO-VISUAL PHOTO. AND DATA PROCESSING EQUIP,L5FN
1510,CPIH WEIGHTS 09.1.4 : RECORDING MEDIA                                   ,L5FM
1511,CPIH WEIGHTS 09.3.3 : GARDEN PLANTS AND FLOWERS                         ,L5FT
1512,CPIH WEIGHTS 11.1 : CATERING                                            ,L5G5
1513,CPIH WEIGHTS 09.3.2 : EQUIPMENT FOR SPORT CAMPING AND OPEN-AIR RECREATION,L5FS
1514,CPIH WEIGHTS 09.6 : PACKAGE HOLIDAY                                     ,L5G4
1515,CPIH WEIGHTS 09.3.1 : GAMES TOYS AND HOBBIES                            ,L5FR
1516,"CPIH WEIGHTS 09.5.3 : MISC. PRINTED MATTER, STATIONERY AND DRAWING EQ.  ",L5G3
1517,CPIH WEIGHTS 09.3 : OTHER RECREATIONAL ITEMS AND EQUIPMENT GARDENS AND PETS,L5FQ
1518,CPIH WEIGHTS 09.5.2 : NEWSPAPERS AND PERIODICALS                        ,L5G2
1519,CPIH WEIGHTS 09.4.2 : CULTURAL SERVICES                                 ,L5FX
1520,CPIH WEIGHTS 12.1 : PERSONAL CARE                                       ,L5G9
1521,CPIH WEIGHTS 09.4.1 : RECREATIONAL AND SPORTING SERVICES                ,L5FW
1522,CPIH WEIGHTS 11.2.0 : ACCOMMODATION SERVICES                            ,L5G8
1523,CPIH WEIGHTS 09.4 : RECREATIONAL AND CULTURAL SERVICES                  ,L5FV
1524,CPIH WEIGHTS 11.1.2 : CANTEENS                                          ,L5G7
1525,CPIH WEIGHTS 09.3.4 : PETS AND RELATED PRODUCTS                         ,L5FU
1526,CPIH WEIGHTS 11.1.1 : RESTAURANTS & CAFES                               ,L5G6
1527,CPIH WEIGHTS 09.5.1 : BOOKS                                             ,L5FZ
1528,CPIH WEIGHTS 09.5 : NEWSPAPERS BOOKS AND STATIONERY                     ,L5FY
1529,Internal Purchasing Power of the Pound (based on RPI): 2005=100         ,E9AO
1530,"CPIH WEIGHTS 04.5 : ELECTRICITY, GAS AND OTHER FUELS                    ",L5EC
1531,CPIH WEIGHTS 04.4.3 : SEWERAGE COLLECTION                               ,L5EB
1532,CPIH WEIGHTS 04.4.1 : WATER SUPPLY                                      ,L5EA
1533,CPIH WEIGHTS 04.5.4 : SOLID FUELS                                       ,L5EG
1534,CPIH WEIGHTS 04.5.3 : LIQUID FUELS                                      ,L5EF
1535,CPIH WEIGHTS 04.5.2 : GAS                                               ,L5EE
1536,CPIH WEIGHTS 04.5.1 : ELECTRICITY                                       ,L5ED
1537,CPIH WEIGHTS 05.2 : HOUSEHOLD TEXTILES                                  ,L5EK
1538,CPIH WEIGHTS 05.1.2 : CARPETS & OTHER FLOOR COVERINGS                   ,L5EJ
1539,"CPIH WEIGHTS 05.1.1 : FURNITURE, FURNISHINGS                            ",L5EI
1540,"CPIH WEIGHTS 05.1 : FURN, FURNISHINGS, CARPETS AND OTHER FLOOR COVERINGS",L5EH
1541,"CPIH WEIGHTS 05.4 : GLASSWARE, TABLEWARE AND HOUSEHOLD UTENSILS         ",L5EO
1542,CPIH WEIGHTS 05.3.3 : REPAIR OF HOUSEHOLD APPLIANCES                    ,L5EN
1543,CPIH WEIGHTS 05.3.1 : MAJOR HH AND SMALL ELECTRICAL EQUIPMENT           ,L5EM
1544,CPIH WEIGHTS 05.3 : MAJOR HOUSEHOLD APPLIANCES INCLUDING FITTINGS AND REPAIRS,L5EL
1545,CPIH WEIGHTS 05.6.2 : DOMESTIC SERVICES AND HOME CARE SERVICES          ,L5ES
1546,CPIH WEIGHTS 07.1.1B : SECOND-HAND CARS                                 ,L5F4
1547,CPIH WEIGHTS 05.6.1 : NON-DURABLE HOUSEHOLD GOODS                       ,L5ER
1548,CPIH WEIGHTS 07.1.1A : NEW CARS                                         ,L5F3
1549,CPIH WEIGHTS 05.6 : GOODS AND SERVICES FOR ROUTINE HOUSEHOLD MAINTENANCE,L5EQ
1550,CPIH WEIGHTS 07.1 : PURCHASE OF VEHICLES                                ,L5F2
1551,CPIH WEIGHTS 05.5 : TOOLS AND EQUIPMENT FOR HOUSE AND GARDEN            ,L5EP
1552,CPIH WEIGHTS 06.2 : OUT-PATIENT SERVICES                                ,L5EW
1553,CPIH WEIGHTS 07.2.2 : FUELS & LUBRICANTS                                ,L5F8
1554,CPIH WEIGHTS 06.1.2 : OTHER MEDICAL AND THERAPEUTIC APPLIANCES          ,L5EV
1555,CPIH WEIGHTS 07.2.1 : SPARE PARTS & ACCESSORIES                         ,L5F7
1556,CPIH WEIGHTS 06.1.1 : PHARMACEUTICAL PRODUCTS                           ,L5EU
1557,CPIH WEIGHTS 07.2 : OPERATION OF PERSONAL TRANSPORT EQUIPMENT           ,L5F6
1558,CPIH WEIGHTS 06.1 : MEDICAL PRODUCTS APPLIANCES AND EQUIPMENT           ,L5ET
1559,CPIH WEIGHTS 07.1.2 : MOTOR CYCLES AND BICYCLES                         ,L5F5
1560,CPIH WEIGHTS 06.3 : HOSPITAL SERVICES                                   ,L5EZ
1561,CPIH WEIGHTS 06.2.2 : DENTAL SERVICES                                   ,L5EY
1562,CPIH WEIGHTS 06.2.1 : MEDICAL SERVICES AND PARAMEDICAL SERVICES         ,L5EX
1563,CPIH WEIGHTS 07.2.3 : MAINTENANCE & REPAIRS                             ,L5F9
1564,CPIH: Contribution to all items annual rate: Transport                  ,L5HB
1565,CPIH: Contribution to all items annual rate: Health                     ,L5HA
1566,CPIH: Contribution to all items annual rate: Restaurants & hotels       ,L5HF
1567,CPIH: Contribution to all items annual rate: Education                  ,L5HE
1568,CPIH: Contribution to all items annual rate: Recreation & culture       ,L5HD
1569,CPIH: Contribution to all items annual rate: Communication              ,L5HC
1570,CPIH: % points change over previous month (12 month rate): Clothing & footwear,L5HJ
1571,CPIH: % points change over previous month (12 month rate): Alcohol & tobacco,L5HI
1572,CPIH: % points change over previous month (12 month rate): Food & non alcohol be,L5HH
1573,CPIH: Contribution to all items annual rate: Misc goods & services      ,L5HG
1574,CPIH: % points change over previous month (12 month rate): Transport    ,L5HN
1575,CPI 12mth: Unprocessed food (G) 2005=100                                ,DKL2
1576,CPIH: % points change over previous month (12 month rate): Health       ,L5HM
1577,CPI 12mth: Seasonal food (G) 2005=100                                   ,DKL3
1578,CPIH: % points change over previous month (12 month rate): Furniture & hhold goo,L5HL
1579,CPI 12mth: Industrial goods (G) 2005=100                                ,DKL4
1580,CPIH: % points change over previous month (12 month rate): Housing & hhold servi,L5HK
1581,CPI 12mth: Energy (G) 2005=100                                          ,DKL5
1582,CPIH: % points change over previous month (12 month rate): Restaurants & hotels,L5HR
1583,"CPI 12mth: Electricity, gas & misc. energy (G) 2005=100                 ",DKL6
1584,CPIH: % points change over previous month (12 month rate): Education    ,L5HQ
1585,CPI 12mth: Excluding tobacco (SP) 2005=100                              ,DKL7
1586,CPIH: % points change over previous month (12 month rate): Recreation & culture,L5HP
1587,CPI 12mth: Clothing & footwear goods (G) 2005=100                       ,DKL8
1588,CPIH: % points change over previous month (12 month rate): Communication,L5HO
1589,CPI 12mth: Housing goods (G) 2005=100                                   ,DKL9
1590,CPIH: % points change over previous month (12 month rate): Misc goods & services,L5HS
1591,CPIH WEIGHTS 12.1.1 : HAIRDRESSING SALONS & PERSONAL GROOMING ESTABLISHMENTS,L5GA
1592,CPIH WEIGHTS 12.3.2 : OTHER PERSONAL EFFECTS                            ,L5GE
1593,CPIH WEIGHTS 12.3.1 : JEWELLERY CLOCKS AND WATCHES                      ,L5GD
1594,CPIH WEIGHTS 12.3 : PERSONAL EFFECTS N.E.C.                             ,L5GC
1595,"CPIH WEIGHTS 12.1.2 : APPLIANCES, ARTICLES & PRODUCTS FOR PERSONAL CARE ",L5GB
1596,CPIH WEIGHTS 12.5.3 : INSURANCE CONNECTED WITH HEALTH                   ,L5GI
1597,CPIH WEIGHTS 12.5.2 : INSURANCE CONNECTED WITH THE DWELLING             ,L5GH
1598,CPIH WEIGHTS 12.5 : INSURANCE                                           ,L5GG
1599,CPIH WEIGHTS 12.4 : SOCIAL PROTECTION                                   ,L5GF
1600,CPIH WEIGHTS 12.7 : OTHER SERVICES NEC                                  ,L5GM
1601,CPIH WEIGHTS 12.6.2 : FINANCIAL SERVICES N.E.C.                         ,L5GL
1602,CPIH WEIGHTS 12.6 : FINANCIAL SERVICES N.E.C.                           ,L5GK
1603,CPI 12mth: Non-energy industrial goods (G) 2005=100                     ,DKK3
1604,CPIH WEIGHTS 12.5.4 : INSURANCE CONNECTED WITH TRANSPORT                ,L5GJ
1605,CPI 12mth: Durables (G) 2005=100                                        ,DKK4
1606,CPIH: % points change over previous month (12 month rate): All items(2005=100),L5GQ
1607,CPIH: Contribution to monthly change in all items index: Education      ,L5H2
1608,CPI 12mth: Semi-durables (G) 2005=100                                   ,DKK5
1609,CPIH:% points change over previous month(12 month rate):Rounding effect(2005=100,L5GP
1610,CPI 12mth: Non-durables (G) 2005=100                                    ,DKK6
1611,CPIH:Contribution to all items annual rate: Rounding effect (2005=100)  ,L5GO
1612,CPI 12mth: Non-seasonal food (G) 2005=100                               ,DKK7
1613,CPIH:Contribution to monthly change in all items index: Rounding effect(2005=100,L5GN
1614,"CPI 12mth: Food, alcoholic beverages & tobacco (G) 2005=100             ",DKK8
1615,CPIH: Contribution to monthly change in all items index: Housing & hhold service,L5GU
1616,CPIH: Contribution to all items annual rate: Alcohol & tobacco          ,L5H6
1617,CPI 12mth: Processed food & non-alcoholic beverages (G) 2005=100        ,DKK9
1618,CPIH: Contribution to monthly change in all items index: Clothing & footwear,L5GT
1619,CPIH: Contribution to all items annual rate: Food & non-alcoholic beverages,L5H5
1620,CPIH: Contribution to monthly change in all items index: Alcohol & tobacco,L5GS
1621,CPIH: Contribution to monthly change in all items index: Misc goods & services,L5H4
1622,CPIH: Contribution to monthly change in all items index: Food & non-alcoholic be,L5GR
1623,CPIH: Contribution to monthly change in all items index: Restaurant & hotels,L5H3
1624,CPIH: Contribution to monthly change in all items index: Communication  ,L5GY
1625,CPIH: Contribution to monthly change in all items index: Transport      ,L5GX
1626,CPIH: Contribution to all items annual rate: Furniture & household goods,L5H9
1627,CPIH: Contribution to monthly change in all items index: Health         ,L5GW
1628,CPIH: Contribution to all items annual rate: Housing & household services,L5H8
1629,CPIH: Contribution to monthly change in all items index: Furniture & hhold goods,L5GV
1630,CPIH: Contribution to all items annual rate: Clothing & footwear        ,L5H7
1631,CPIH: Contribution to monthly change in all items index: Recreation & Culture,L5GZ
1632,CPIH INDEX: Seasonal food (G) 2005=100                                  ,L5JH
1633,CPIH INDEX: Unprocessed food (G) 2005=100                               ,L5JG
1634,CPIH INDEX: Processed food & non-alcoholic beverages (G) 2005=100       ,L5JF
